question_id,question_text,decomposition,split
CWQ_train_WebQTrn-3531_72cf301b99cc05fd52d411e67b13d02d,Of what form of cancer did the artist who had a tour named Natty Dread Tour die from?,return artists ;return #1 who  had a tour named Natty Dread Tour ;return cancer that #2 die from  ;return form of #3,train
DROP_train_history_336_7d5ccf6a-9a9a-4397-80ea-118bef423c46,Which three kings ruled Norway in quick succession in 1204?,return Norway ;return kings of #1 ;return #2 that ruled in  quick succession in 1204,train
CLEVR_train_1184,"There is a large blue thing next to a small bronze globe, but the small globe to the north of the bronze globe is what color?",return globe   ;return #1 that is  bronze ;return #1 that is  small ;return #3 that is  north of #2 ;return color of #4,train
CLEVR_train_3501,Does the sphere match the color of either cube?,return sphere ;return cubes ;return color of #1 ;return color of #2 ;return #2 where #4 is the  same as #3 ;return number of  #5 ;return if #6 is higher than zero,train
COMQA_train_cluster-2116-2,who won 1960 presidential election?,return the  1960 presidential election ;return who  won #1,train
DROP_train_nfl_2683_a4d7faa3-240b-42a9-93b1-2de0a51366a6,How many yards did the Packers win by?,return the  Packers ;return yards by which #1 win,train
CLEVR_train_3887,are the large cylinders metallic?,return cylinders ;return #1 that are metallic ;return #2 that are large,train
CLEVR_train_3169,What color is the shiny object closest to the camera?,return objects ;return #1 that  are shiny ;return the  #2 that  are closest to  the camera ;return the  color of #3,train
ATIS_train_3851,cheapest fare from memphis to seattle ,return flights ;return #1 from memphis ;return #2 to  seattle ;return fares of #3 ;return #4 that  is  the  cheapest,train
NLVR2_train_train-10632-3-0,If a silver colored laptop is sitting on a black desk that is connected to an entertainment center.,return laptop ;return #1 that is silver colored ;return desk ;return #3 that is black ;return entertainment center ;return #4 connected to  #5 ;return if  #2 is sitting on #6,train
CLEVR_train_3807,Is there more cylinders then red objects?,return cylinders ;return red objects ;return number of  #1 ;return number of  #2 ;return if #3 is higher than #4,train
SPIDER_train_3503,display the employee number and name( first name and last name ) for all employees who work in a department with any employee whose name contains a ’T’.,"return employees ;return #1 who work in a  department ;return names of #2 ;return #2 where #3 contains a  T ;return employee numbers of #4 ;return first names of #4 ;return last names of #4 ;return #5 ,  #6 ,   #7",train
SPIDER_train_1662,Return the name of the artist who has the latest join year.,return artists ;return join years of  #1 ;return #1 where #2 is  latest ;return name of  #3,train
ATIS_train_3846,give me all the flights from new york to miami round trip ,return flights ;return #1 from new york ;return #2 to  miami ;return #3 that  are round trip,train
CLEVR_train_4503,What is the color of the largest cube?,return cubes ;return size of #1 ;return #1 where #2 is  the largest ;return color of #3,train
NLVR2_train_train-12671-3-0,"If left image shows two seals with upraised heads, one large and dark, and the other smaller and paler.",return left image ;return seals in  #1 ;return heads of #2 ;return #2 where  #3 are upraised ;return #4 that is large ;return #5 that is dark ;return number of  #6 ;return if  #7 is equal to  one ;return #4 that is smaller ;return #9 that is paler ;return number of  #10 ;return if  #11 is equal to  one ;return if  both  #8 and   #12 are true,train
CLEVR_train_2752,Are there more than two cubes?,return cubes ;return number of #1 ;return is  #2 higher than two,train
CLEVR_train_12689,How many objects with only flat surfaces?,return objects ;return #1 with only flat surfaces ;return number of  #2,train
SPIDER_train_4711,What are the product id and product type of the cheapest product?,"return products ;return #1 that  is  cheapest ;return product  id of #2 ;return product  type of #2 ;return #3 ,  #4",train
DROP_train_nfl_1930_e1c44281-be41-478e-99c4-66ed314552ac,How many yards did Shiancoe catch for during the Vikings last drive of the first half?,return Shiancoe ;return catches of #1 ;return #2 in  the  Vikings last drive of the first half ;return yards of #3 ;return sum of #4,train
DROP_train_history_1673_75848d11-b9a9-4800-9d19-b86fd6434b4e,How many months after the October Revolution did Romania take control of Bessarabia?,return the  October Revolution ;return Romania did take control of Bessarabia ;return when  was  #1 ;return when  was  #2 ;return difference of #3 and  #4 in  months,train
NLVR2_train_train-6849-0-0,If there are four pandas,return pandas ;return number of  #1 ;return if  #2 is equal to  four,train
NLVR2_train_train-8071-2-0,If the left image contains exactly two vultures.,return the  left image ;return vultures in  #1 ;return number of #2 ;return if  #3 is  equal to two,train
CLEVR_train_17015,What color is the cylinder partially hidden by the teal cube?,return the cubes ;return #1 which  are teal ;return the cylinder partially hidden by #2 ;return the color of #3,train
CLEVR_train_10088,how many brown objects are also cylinders?,return brown objects ;return #1 which  are also cylinders ;return the number of #2,train
CWQ_train_WebQTrn-2710_200c3f462412ae243b0c015787219cc1,Which area of the Florida Marlins hometown has the smallest population?,return Florida Marlins ;return hometown of #1 ;return areas of #2 ;return populations of #3 ;return #3 where #4 is the  smallest,train
CWQ_train_WebQTrn-1928_e56e856592a9a57b9e331b718adc1b75,"At which university did the author of ""The Audacity of Hope"" earn his bachelor's degree?",return The Audacity of Hope ;return author of #1 ;return university of #2,train
DROP_train_history_1549_1b9f4160-3465-47b6-9236-cddf652c1536,How many months did the Conference of Lausanne last for?,return the  Conference of Lausanne ;return months of #1 ;return number of  #2,train
NLVR2_train_train-379-0-0,If there are pigs surrounding a fire pit.,return pigs ;return fire pit ;return #1 that are surrounding #2 ;return number of  #3 ;return if  #4 is at least two,train
NLVR2_train_train-12848-0-0,If one image includes exactly twice as many wolves as the other image.,return one image ;return wolves in  #1 ;return number of #2 ;return other image ;return wolves in  #4 ;return number of #5 ;return division of  #3 and #6 ;return If #7 is  equal to two,train
SPIDER_train_6664,"What is the status code, mobile phone number and email address of customer with last name as Kohler or first name as Marina?","return customer ;return #1 with last name  Kohler ;return #1 with first name  Marina ;return #2 or  #3 ;return status codes of  #4 ;return mobile phone number of  #4 ;return email address of  #4 ;return #5 ,  #6 and  #7",train
CLEVR_train_102,what is the color of the largest shape?,return shapes ;return #1 that  is  the largest ;return color of #2,train
CWQ_train_WebQTest-1197_f978435827c7e85a6632a72eea403599,What languages are spoken in the country of origin for the Brazilian cruzado novo?,return the  Brazilian cruzado novo ;return country of origin of  #1 ;return languages spoken in  #2,train
COMQA_train_cluster-2174-1,what is the population density of india in 2011?,return india ;return population density of #1 ;return #2 in  2011,train
SPIDER_train_1746,What are the names of gymnasts?,return gymnasts ;return names of  #1,train
CLEVR_train_5284,What color is the small ball to the left of the gold ball?,return the gold ball ;return the small balls ;return #2 that  is  to the left of #1 ;return color of #3,train
CLEVR_train_16997,how many are cylinders or gray?,"return objects ;return #1 that  are cylinders ;return #1 that  are gray ;return #2 ,  #3 ;return the  number of  #4",train
DROP_train_history_1061_c60491f7-215b-4064-a804-159b97840477,"How many years were between the start of the first naval war, and end of last naval war?",return the  start of the first naval  war  ;return end of last naval  war  ;return when  was  #1 ;return when  was  #2 ;return difference of #4 and  #3 in  years,train
CWQ_train_WebQTrn-1685_9cb3806a6cd1ccd197f00cd8fc563ea8,"What is the author of ""Tortilla Flat"" best known for?",return Tortilla Flat ;return author of #1 ;return for what  is #2 best known,train
CLEVR_train_7631,How many blue objects are to the right of the blue cube?,return the  blue cube ;return objects ;return #2 that  are blue ;return #3 that  are to  the  right of #1 ;return the  number of  #4,train
CLEVR_train_5392,Are any of the items in this group made of rubber?,return items ;return #1 in this group ;return if  any  #2 is  made of rubber,train
SPIDER_train_4219,Give me all the distinct location codes for documents.,return documents ;return location codes of  #1 ;return distinct #2,train
CWQ_train_WebQTrn-672_6acc16caab638158eb5f1140ae7dd724,"What language do they speak in Iran, which has the initials AII?",return Iran ;return language of #1 ;return initials of #2 ;return #2 where #3 is AII,train
SPIDER_train_1732,List the names of players that do not have coaches.,return players ;return #1 that  have  coaches ;return #1 besides  #2 ;return names of  #3,train
DROP_train_nfl_1153_ab4c507f-e3fa-4a68-b771-c4e8dfa5abbb,How many feild goals did Philadelphia score?,return Philadelphia ;return feild goals of #1 ;return number of  #2,train
ATIS_train_2969,please list the flights from denver to phoenix ,return flights ;return #1 from  denver ;return #2 to phoenix,train
SPIDER_train_970,What are the medicine and trade names that cannot interact with the enzyme with the product 'Heme'?,"return enzymes ;return products that  #1 can not interact with  ;return #1 where #2 is  'Heme ;return medicine name of #3 ;return trade name of #3 ;return #4 , #5",train
